Flow;Density;AveSpeed;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday
32;1.024;31.25;0;0;0;0;0;0;1
18;0.5674255691768827;31.72222222222222;0;0;0;0;0;0;1
41;1.287136294027565;31.853658536585368;0;0;0;0;0;0;1
25;0.8002560819462229;31.24;0;0;0;0;0;0;1
23;0.6129779837775203;37.52173913043478;0;0;0;0;0;0;1
45;1.4082058414464533;31.955555555555556;0;0;0;0;0;0;1
37;1.1295379537953796;32.75675675675676;0;0;0;0;0;0;1
23;0.6662468513853904;34.52173913043478;0;0;0;0;0;0;1
35;1.09375;32.0;0;0;0;0;0;0;1
31;0.9756345177664975;31.774193548387096;0;0;0;0;0;0;1
19;0.5996677740863787;31.68421052631579;0;0;0;0;0;0;1
48;1.486451612903226;32.291666666666664;0;0;0;0;0;0;1
33;1.018709073900842;32.39393939393939;0;0;0;0;0;0;1
24;0.7272727272727273;33.0;0;0;0;0;0;0;1
37;1.1720890410958904;31.56756756756757;0;0;0;0;0;0;1
31;0.9619619619619619;32.225806451612904;0;0;0;0;0;0;1
26;0.8767833981841764;29.653846153846153;0;0;0;0;0;0;1
40;1.2841091492776886;31.15;0;0;0;0;0;0;1
28;0.8235294117647058;34.0;0;0;0;0;0;0;1
14;0.46009389671361506;30.428571428571427;0;0;0;0;0;0;1
32;1.0178926441351888;31.4375;0;0;0;0;0;0;1
33;1.0332068311195446;31.939393939393938;0;0;0;0;0;0;1
12;0.3819628647214854;31.416666666666668;0;0;0;0;0;0;1
29;0.9824766355140186;29.517241379310345;0;0;0;0;0;0;1
29;0.9611428571428572;30.17241379310345;0;0;0;0;0;0;1
18;0.6328125;28.444444444444443;0;0;0;0;0;0;1
24;0.7227101631116687;33.208333333333336;0;0;0;0;0;0;1
23;0.8700657894736842;26.434782608695652;0;0;0;0;0;0;1
14;0.45901639344262296;30.5;0;0;0;0;0;0;1
19;0.5776;32.89473684210526;0;0;0;0;0;0;1
27;0.823728813559322;32.77777777777778;0;0;0;0;0;0;1
8;0.2318840579710145;34.5;0;0;0;0;0;0;1
24;0.732824427480916;32.75;0;0;0;0;0;0;1
26;0.8745148771021992;29.73076923076923;0;0;0;0;0;0;1
13;0.41019417475728154;31.692307692307693;0;0;0;0;0;0;1
31;1.0041797283176594;30.870967741935484;0;0;0;0;0;0;1
17;0.5568400770712909;30.529411764705884;0;0;0;0;0;0;1
15;0.49889135254988914;30.066666666666666;0;0;0;0;0;0;1
24;0.7933884297520661;30.25;0;0;0;0;0;0;1
28;0.8740245261984393;32.035714285714285;0;0;0;0;0;0;1
9;0.3033707865168539;29.666666666666668;0;0;0;0;0;0;1
20;0.5610098176718092;35.65;0;0;0;0;0;0;1
23;0.7296551724137932;31.52173913043478;0;0;0;0;0;0;1
11;0.38535031847133755;28.545454545454547;0;0;0;0;0;0;1
30;0.8226691042047531;36.46666666666667;0;0;0;0;0;0;1
16;0.5059288537549407;31.625;0;0;0;0;0;0;1
7;0.25;28.0;0;0;0;0;0;0;1
25;0.7335680751173709;34.08;0;0;0;0;0;0;1
20;0.574712643678161;34.8;0;0;0;0;0;0;1
12;0.4022346368715084;29.833333333333332;0;0;0;0;0;0;1
15;0.43352601156069365;34.6;0;0;0;0;0;0;1
21;0.7;30.0;0;0;0;0;0;0;1
9;0.2967032967032967;30.333333333333332;0;0;0;0;0;0;1
24;0.7773279352226721;30.875;0;0;0;0;0;0;1
22;0.7322239031770045;30.045454545454547;0;0;0;0;0;0;1
9;0.2563291139240506;35.111111111111114;0;0;0;0;0;0;1
17;0.5791583166332666;29.352941176470587;0;0;0;0;0;0;1
26;0.7486157253599114;34.73076923076923;0;0;0;0;0;0;1
13;0.3603411513859275;36.07692307692308;0;0;0;0;0;0;1
27;0.8293515358361775;32.55555555555556;0;0;0;0;0;0;1
18;0.5337726523887973;33.72222222222222;0;0;0;0;0;0;1
9;0.2892857142857143;31.11111111111111;0;0;0;0;0;0;1
15;0.4343629343629344;34.53333333333333;0;0;0;0;0;0;1
27;0.8496503496503496;31.77777777777778;0;0;0;0;0;0;1
11;0.36890243902439024;29.818181818181817;0;0;0;0;0;0;1
15;0.42372881355932207;35.4;0;0;0;0;0;0;1
22;0.6964028776978417;31.59090909090909;0;0;0;0;0;0;1
16;0.4951644100580271;32.3125;0;0;0;0;0;0;1
27;0.787257019438445;34.2962962962963;0;0;0;0;0;0;1
21;0.6116504854368932;34.333333333333336;0;0;0;0;0;0;1
21;0.7044728434504792;29.80952380952381;0;0;0;0;0;0;1
18;0.5901639344262295;30.5;0;0;0;0;0;0;1
25;0.7396449704142013;33.8;0;0;0;0;0;0;1
10;0.34965034965034963;28.6;0;0;0;0;0;0;1
28;0.8848758465011287;31.642857142857142;0;0;0;0;0;0;1
30;0.9414225941422594;31.866666666666667;0;0;0;0;0;0;1
18;0.560553633217993;32.111111111111114;0;0;0;0;0;0;1
28;0.8759776536312849;31.964285714285715;0;0;0;0;0;0;1
22;0.6984126984126984;31.5;0;0;0;0;0;0;1
11;0.34770114942528735;31.636363636363637;0;0;0;0;0;0;1
38;1.1797385620915033;32.21052631578947;0;0;0;0;0;0;1
27;0.8447276940903824;31.962962962962962;0;0;0;0;0;0;1
13;0.42569269521410574;30.53846153846154;0;0;0;0;0;0;1
23;0.6888020833333334;33.391304347826086;0;0;0;0;0;0;1
30;0.9646302250803858;31.1;0;0;0;0;0;0;1
17;0.518850987432675;32.76470588235294;0;0;0;0;0;0;1
27;0.8154362416107381;33.111111111111114;0;0;0;0;0;0;1
25;0.7062146892655368;35.4;0;0;0;0;0;0;1
11;0.35174418604651164;31.272727272727273;0;0;0;0;0;0;1
34;1.0480507706255668;32.44117647058823;0;0;0;0;0;0;1
24;0.7879616963064295;30.458333333333332;0;0;0;0;0;0;1
17;0.501736111111111;33.88235294117647;0;0;0;0;0;0;1
30;0.9433962264150944;31.8;0;0;0;0;0;0;1
38;1.1749389747762407;32.3421052631579;0;0;0;0;0;0;1
23;0.7043941411451399;32.65217391304348;0;0;0;0;0;0;1
33;1.0750246791707798;30.696969696969695;0;0;0;0;0;0;1
36;1.0764119601328903;33.44444444444444;0;0;0;0;0;0;1
12;0.4161849710982659;28.833333333333332;0;0;0;0;0;0;1
36;1.11340206185567;32.333333333333336;0;0;0;0;0;0;1
28;0.8376068376068375;33.42857142857143;0;0;0;0;0;0;1
11;0.3408450704225352;32.27272727272727;0;0;0;0;0;0;1
23;0.7677793904208999;29.956521739130434;0;0;0;0;0;0;1
24;0.7281921618204803;32.958333333333336;0;0;0;0;0;0;1
17;0.4594594594594595;37.0;0;0;0;0;0;0;1
30;0.9625668449197861;31.166666666666668;0;0;0;0;0;0;1
25;0.7396449704142013;33.8;0;0;0;0;0;0;1
12;0.4;30.0;0;0;0;0;0;0;1
22;0.6750348675034867;32.59090909090909;0;0;0;0;0;0;1
17;0.4957118353344768;34.294117647058826;0;0;0;0;0;0;1
14;0.4677804295942721;29.928571428571427;0;0;0;0;0;0;1
24;0.9381107491856678;25.583333333333332;0;0;0;0;0;0;1
17;0.5504761904761905;30.88235294117647;0;0;0;0;0;0;1
11;0.33798882681564246;32.54545454545455;0;0;0;0;0;0;1
15;0.5319148936170213;28.2;0;0;0;0;0;0;1
16;0.6095238095238096;26.25;0;0;0;0;0;0;1
24;0.8216833095577747;29.208333333333332;0;0;0;0;0;0;1
13;0.5216049382716049;24.923076923076923;0;0;0;0;0;0;1
13;0.513677811550152;25.307692307692307;0;0;0;0;0;0;1
26;0.9135135135135136;28.46153846153846;0;0;0;0;0;0;1
20;0.6482982171799028;30.85;0;0;0;0;0;0;1
18;0.6056074766355141;29.72222222222222;0;0;0;0;0;0;1
17;0.5341959334565619;31.823529411764707;0;0;0;0;0;0;1
21;0.7067307692307692;29.714285714285715;0;0;0;0;0;0;1
20;0.7079646017699115;28.25;0;0;0;0;0;0;1
29;0.9101731601731602;31.862068965517242;0;0;0;0;0;0;1
17;0.6296296296296297;27.0;0;0;0;0;0;0;1
17;0.5958762886597938;28.529411764705884;0;0;0;0;0;0;1
32;0.9941747572815534;32.1875;0;0;0;0;0;0;1
13;0.4366925064599483;29.76923076923077;0;0;0;0;0;0;1
17;0.6365638766519823;26.705882352941178;0;0;0;0;0;0;1
15;0.46680497925311204;32.13333333333333;0;0;0;0;0;0;1
15;0.4891304347826087;30.666666666666668;0;0;0;0;0;0;1
12;0.39344262295081966;30.5;0;0;0;0;0;0;1
25;0.8457374830852504;29.56;0;0;0;0;0;0;1
19;0.6469534050179212;29.36842105263158;0;0;0;0;0;0;1
16;0.5765765765765766;27.75;0;0;0;0;0;0;1
15;0.493421052631579;30.4;0;0;0;0;0;0;1
13;0.5596026490066225;23.23076923076923;0;0;0;0;0;0;1
6;0.2278481012658228;26.333333333333332;0;0;0;0;0;0;1
18;0.6195028680688336;29.055555555555557;0;0;0;0;0;0;1
15;0.5541871921182266;27.066666666666666;0;0;0;0;0;0;1
10;0.3389830508474576;29.5;0;0;0;0;0;0;1
10;0.3558718861209964;28.1;0;0;0;0;0;0;1
10;0.3861003861003861;25.9;0;0;0;0;0;0;1
4;0.11851851851851852;33.75;0;0;0;0;0;0;1
10;0.3472222222222222;28.8;0;0;0;0;0;0;1
8;0.2909090909090909;27.5;0;0;0;0;0;0;1
10;0.4587155963302752;21.8;0;0;0;0;0;0;1
3;0.13043478260869565;23.0;0;0;0;0;0;0;1
3;0.09782608695652173;30.666666666666668;0;0;0;0;0;0;1
5;0.1773049645390071;28.2;0;0;0;0;0;0;1
5;0.17006802721088435;29.4;0;0;0;0;0;0;1
6;0.25;24.0;0;0;0;0;0;0;1
4;0.14414414414414414;27.75;1;0;0;0;0;0;0
11;0.4352517985611511;25.272727272727273;1;0;0;0;0;0;0
9;0.29454545454545455;30.555555555555557;1;0;0;0;0;0;0
5;0.18115942028985507;27.6;1;0;0;0;0;0;0
5;0.20833333333333334;24.0;1;0;0;0;0;0;0
2;0.08888888888888889;22.5;1;0;0;0;0;0;0
3;0.1285714285714286;23.333333333333332;1;0;0;0;0;0;0
2;0.12903225806451613;15.5;1;0;0;0;0;0;0
5;0.2631578947368421;19.0;1;0;0;0;0;0;0
2;0.14814814814814814;13.5;1;0;0;0;0;0;0
4;0.12698412698412698;31.5;1;0;0;0;0;0;0
3;0.1323529411764706;22.666666666666668;1;0;0;0;0;0;0
1;0.05555555555555555;18.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
3;0.10465116279069767;28.666666666666668;1;0;0;0;0;0;0
2;0.07547169811320754;26.5;1;0;0;0;0;0;0
2;0.06451612903225806;31.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
2;0.07692307692307693;26.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
2;0.07017543859649122;28.5;1;0;0;0;0;0;0
1;0.025;40.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
2;0.03636363636363636;55.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
1;0.0196078431372549;51.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
2;0.04;50.0;1;0;0;0;0;0;0
1;0.034482758620689655;29.0;1;0;0;0;0;0;0
5;0.17123287671232876;29.2;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
6;0.21052631578947367;28.5;1;0;0;0;0;0;0
2;0.08163265306122448;24.5;1;0;0;0;0;0;0
11;0.35174418604651164;31.272727272727273;1;0;0;0;0;0;0
3;0.0967741935483871;31.0;1;0;0;0;0;0;0
14;0.4537037037037037;30.857142857142858;1;0;0;0;0;0;0
5;0.16447368421052633;30.4;1;0;0;0;0;0;0
10;0.3003003003003003;33.3;1;0;0;0;0;0;0
6;0.21951219512195122;27.333333333333332;1;0;0;0;0;0;0
20;0.5943536404160475;33.65;1;0;0;0;0;0;0
0;0.0;0.0;1;0;0;0;0;0;0
23;0.7158322056833559;32.130434782608695;1;0;0;0;0;0;0
12;0.342042755344418;35.083333333333336;1;0;0;0;0;0;0
30;0.9384775808133473;31.966666666666665;1;0;0;0;0;0;0
18;0.5217391304347826;34.5;1;0;0;0;0;0;0
42;1.3105497771173846;32.04761904761905;1;0;0;0;0;0;0
16;0.6826666666666666;23.4375;1;0;0;0;0;0;0
30;1.2048192771084338;24.9;1;0;0;0;0;0;0
22;0.6479250334672022;33.95454545454545;1;0;0;0;0;0;0
42;1.3105497771173846;32.04761904761905;1;0;0;0;0;0;0
23;0.7622478386167146;30.17391304347826;1;0;0;0;0;0;0
47;1.7071097372488409;27.53191489361702;1;0;0;0;0;0;0
24;0.6651270207852193;36.083333333333336;1;0;0;0;0;0;0
34;1.1513944223107568;29.529411764705884;1;0;0;0;0;0;0
16;0.5171717171717172;30.9375;1;0;0;0;0;0;0
36;1.3012048192771084;27.666666666666668;1;0;0;0;0;0;0
22;0.6385224274406333;34.45454545454545;1;0;0;0;0;0;0
44;1.373049645390071;32.04545454545455;1;0;0;0;0;0;0
19;0.5494672754946727;34.578947368421055;1;0;0;0;0;0;0
34;1.0433212996389893;32.588235294117645;1;0;0;0;0;0;0
20;0.6051437216338881;33.05;1;0;0;0;0;0;0
38;1.242685025817556;30.57894736842105;1;0;0;0;0;0;0
19;0.659963436928702;28.789473684210527;1;0;0;0;0;0;0
27;0.8486612339930152;31.814814814814813;1;0;0;0;0;0;0
21;0.6837209302325581;30.714285714285715;1;0;0;0;0;0;0
36;1.1289198606271778;31.88888888888889;1;0;0;0;0;0;0
16;0.5099601593625498;31.375;1;0;0;0;0;0;0
32;0.9687795648060549;33.03125;1;0;0;0;0;0;0
13;0.3689956331877729;35.23076923076923;1;0;0;0;0;0;0
29;0.9745075318655853;29.75862068965517;1;0;0;0;0;0;0
23;0.7919161676646707;29.043478260869566;1;0;0;0;0;0;0
16;0.5203252032520326;30.75;1;0;0;0;0;0;0
35;1.1016187050359711;31.771428571428572;1;0;0;0;0;0;0
34;1.0557077625570777;32.205882352941174;1;0;0;0;0;0;0
21;0.6712328767123288;31.285714285714285;1;0;0;0;0;0;0
20;0.6389776357827476;31.3;1;0;0;0;0;0;0
34;1.003472222222222;33.88235294117647;1;0;0;0;0;0;0
15;0.4880694143167028;30.733333333333334;1;0;0;0;0;0;0
43;1.3676035502958581;31.441860465116278;1;0;0;0;0;0;0
36;1.10580204778157;32.55555555555556;1;0;0;0;0;0;0
13;0.42144638403990026;30.846153846153847;1;0;0;0;0;0;0
30;0.9879253567508233;30.366666666666667;1;0;0;0;0;0;0
30;0.8858267716535433;33.86666666666667;1;0;0;0;0;0;0
18;0.574468085106383;31.333333333333332;1;0;0;0;0;0;0
37;1.1998247151621384;30.83783783783784;1;0;0;0;0;0;0
30;0.9193054136874361;32.63333333333333;1;0;0;0;0;0;0
19;0.6036789297658863;31.473684210526315;1;0;0;0;0;0;0
34;1.0586080586080586;32.11764705882353;1;0;0;0;0;0;0
30;0.9911894273127754;30.266666666666666;1;0;0;0;0;0;0
18;0.5491525423728814;32.77777777777778;1;0;0;0;0;0;0
38;1.3533270852858483;28.07894736842105;1;0;0;0;0;0;0
35;1.164448669201521;30.057142857142857;1;0;0;0;0;0;0
20;0.5822416302765647;34.35;1;0;0;0;0;0;0
31;1.0366774541531822;29.903225806451612;1;0;0;0;0;0;0
34;1.0358422939068102;32.8235294117647;1;0;0;0;0;0;0
10;0.3164556962025316;31.6;1;0;0;0;0;0;0
34;1.0813844714686622;31.441176470588236;1;0;0;0;0;0;0
30;1.0452961672473868;28.7;1;0;0;0;0;0;0
17;0.5504761904761905;30.88235294117647;1;0;0;0;0;0;0
34;1.1179883945841393;30.41176470588235;1;0;0;0;0;0;0
39;1.305579399141631;29.871794871794872;1;0;0;0;0;0;0
16;0.4749536178107607;33.6875;1;0;0;0;0;0;0
42;1.3486238532110093;31.142857142857142;1;0;0;0;0;0;0
39;1.2177742193755003;32.02564102564103;1;0;0;0;0;0;0
21;0.6661631419939577;31.523809523809526;1;0;0;0;0;0;0
43;1.3575624082232012;31.674418604651162;1;0;0;0;0;0;0
35;1.1116152450090744;31.485714285714284;1;0;0;0;0;0;0
22;0.6778711484593838;32.45454545454545;1;0;0;0;0;0;0
40;1.1851851851851851;33.75;1;0;0;0;0;0;0
38;1.2985611510791366;29.263157894736842;1;0;0;0;0;0;0
21;0.6447368421052632;32.57142857142857;1;0;0;0;0;0;0
44;1.3720765414599574;32.06818181818182;1;0;0;0;0;0;0
18;0.5320197044334976;33.833333333333336;1;0;0;0;0;0;0
20;0.6482982171799028;30.85;1;0;0;0;0;0;0
29;0.9191256830601092;31.551724137931036;1;0;0;0;0;0;0
41;1.2163531114327062;33.707317073170735;1;0;0;0;0;0;0
19;0.5596899224806202;33.94736842105263;1;0;0;0;0;0;0
34;1.0783582089552237;31.529411764705884;1;0;0;0;0;0;0
40;1.278976818545164;31.275;1;0;0;0;0;0;0
15;0.46680497925311204;32.13333333333333;1;0;0;0;0;0;0
30;0.8866995073891625;33.833333333333336;1;0;0;0;0;0;0
38;1.1228615863141522;33.8421052631579;1;0;0;0;0;0;0
19;0.6129032258064516;31.0;1;0;0;0;0;0;0
41;1.236029411764706;33.170731707317074;1;0;0;0;0;0;0
33;1.0491329479768787;31.454545454545453;1;0;0;0;0;0;0
16;0.5203252032520326;30.75;1;0;0;0;0;0;0
38;1.1022900763358778;34.473684210526315;1;0;0;0;0;0;0
43;1.3076379066478077;32.883720930232556;1;0;0;0;0;0;0
20;0.6451612903225806;31.0;1;0;0;0;0;0;0
28;0.8226652675760756;34.035714285714285;1;0;0;0;0;0;0
38;1.146942017474186;33.13157894736842;1;0;0;0;0;0;0
