Flow;Density;AveSpeed;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday
3;0.12162162162162161;24.666666666666668;0;0;0;0;0;0;1
1;0.045454545454545456;22.0;0;0;0;0;0;0;1
2;0.08888888888888889;22.5;0;0;0;0;0;0;1
3;0.13846153846153844;21.666666666666668;0;0;0;0;0;0;1
7;0.2067510548523207;33.857142857142854;0;0;0;0;0;0;1
7;0.2512820512820513;27.857142857142858;0;0;0;0;0;0;1
7;0.3288590604026846;21.285714285714285;0;0;0;0;0;0;1
2;0.06666666666666667;30.0;0;0;0;0;0;0;1
6;0.21818181818181817;27.5;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
7;0.28488372093023256;24.571428571428573;0;0;0;0;0;0;1
10;0.32894736842105265;30.4;0;0;0;0;0;0;1
3;0.15789473684210525;19.0;0;0;0;0;0;0;1
5;0.24038461538461536;20.8;0;0;0;0;0;0;1
6;0.3214285714285714;18.666666666666668;0;0;0;0;0;0;1
3;0.1607142857142857;18.666666666666668;0;0;0;0;0;0;1
4;0.1797752808988764;22.25;0;0;0;0;0;0;1
7;0.34265734265734266;20.428571428571427;0;0;0;0;0;0;1
1;0.05555555555555555;18.0;0;0;0;0;0;0;1
5;0.28089887640449435;17.8;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.06666666666666667;15.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
5;0.2358490566037736;21.2;0;0;0;0;0;0;1
5;0.38461538461538464;13.0;0;0;0;0;0;0;1
2;0.07142857142857142;28.0;0;0;0;0;0;0;1
4;0.15841584158415842;25.25;0;0;0;0;0;0;1
5;0.211864406779661;23.6;0;0;0;0;0;0;1
5;0.23148148148148145;21.6;0;0;0;0;0;0;1
5;0.19841269841269843;25.2;0;0;0;0;0;0;1
3;0.22499999999999998;13.333333333333334;0;0;0;0;0;0;1
4;0.22535211267605634;17.75;0;0;0;0;0;0;1
3;0.13636363636363635;22.0;0;0;0;0;0;0;1
3;0.13846153846153844;21.666666666666668;0;0;0;0;0;0;1
3;0.14516129032258063;20.666666666666668;0;0;0;0;0;0;1
7;0.41880341880341876;16.714285714285715;0;0;0;0;0;0;1
4;0.32653061224489793;12.25;0;0;0;0;0;0;1
6;0.3913043478260869;15.333333333333334;0;0;0;0;0;0;1
1;0.058823529411764705;17.0;0;0;0;0;0;0;1
3;0.13432835820895522;22.333333333333332;0;0;0;0;0;0;1
2;0.11428571428571428;17.5;0;0;0;0;0;0;1
3;0.15254237288135591;19.666666666666668;0;0;0;0;0;0;1
2;0.07017543859649122;28.5;0;0;0;0;0;0;1
4;0.1927710843373494;20.75;0;0;0;0;0;0;1
2;0.08;25.0;0;0;0;0;0;0;1
2;0.09302325581395349;21.5;0;0;0;0;0;0;1
2;0.08163265306122448;24.5;0;0;0;0;0;0;1
3;0.19565217391304346;15.333333333333334;0;0;0;0;0;0;1
3;0.11842105263157895;25.333333333333332;0;0;0;0;0;0;1
2;0.06349206349206349;31.5;0;0;0;0;0;0;1
3;0.15254237288135591;19.666666666666668;0;0;0;0;0;0;1
1;0.06666666666666667;15.0;0;0;0;0;0;0;1
1;0.07692307692307693;13.0;0;0;0;0;0;0;1
2;0.13333333333333333;15.0;0;0;0;0;0;0;1
3;0.15254237288135591;19.666666666666668;0;0;0;0;0;0;1
2;0.11764705882352941;17.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.058823529411764705;17.0;0;0;0;0;0;0;1
3;0.11249999999999999;26.666666666666668;0;0;0;0;0;0;1
3;0.22499999999999998;13.333333333333334;0;0;0;0;0;0;1
3;0.10465116279069767;28.666666666666668;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
2;0.11428571428571428;17.5;0;0;0;0;0;0;1
2;0.08163265306122448;24.5;0;0;0;0;0;0;1
4;0.16842105263157894;23.75;0;0;0;0;0;0;1
1;0.07142857142857142;14.0;0;0;0;0;0;0;1
2;0.12903225806451613;15.5;0;0;0;0;0;0;1
1;0.1111111111111111;9.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
2;0.09090909090909091;22.0;0;0;0;0;0;0;1
2;0.17391304347826086;11.5;0;0;0;0;0;0;1
4;0.19047619047619047;21.0;0;0;0;0;0;0;1
1;0.1;10.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
2;0.0784313725490196;25.5;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.07142857142857142;14.0;0;0;0;0;0;0;1
2;0.08333333333333333;24.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.029411764705882353;34.0;0;0;0;0;0;0;1
2;0.09523809523809523;21.0;0;0;0;0;0;0;1
1;0.03125;32.0;0;0;0;0;0;0;1
3;0.1607142857142857;18.666666666666668;0;0;0;0;0;0;1
2;0.07547169811320754;26.5;0;0;0;0;0;0;1
1;0.045454545454545456;22.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
2;0.06557377049180328;30.5;0;0;0;0;0;0;1
1;0.045454545454545456;22.0;0;0;0;0;0;0;1
2;0.05405405405405406;37.0;0;0;0;0;0;0;1
1;0.058823529411764705;17.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
2;0.08888888888888889;22.5;0;0;0;0;0;0;1
1;0.05263157894736842;19.0;0;0;0;0;0;0;1
2;0.06666666666666667;30.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.03333333333333333;30.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
1;0.027777777777777776;36.0;0;0;0;0;0;0;1
3;0.12;25.0;0;0;0;0;0;0;1
3;0.08571428571428572;35.0;0;0;0;0;0;0;1
2;0.08163265306122448;24.5;0;0;0;0;0;0;1
5;0.18248175182481752;27.4;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
3;0.1267605633802817;23.666666666666668;0;0;0;0;0;0;1
2;0.0425531914893617;47.0;0;0;0;0;0;0;1
6;0.2057142857142857;29.166666666666668;0;0;0;0;0;0;1
6;0.16981132075471697;35.333333333333336;0;0;0;0;0;0;1
4;0.1038961038961039;38.5;0;0;0;0;0;0;1
5;0.15723270440251572;31.8;0;0;0;0;0;0;1
4;0.14814814814814814;27.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
5;0.17985611510791366;27.8;0;0;0;0;0;0;1
2;0.0851063829787234;23.5;0;0;0;0;0;0;1
9;0.2802768166089965;32.111111111111114;0;0;0;0;0;0;1
6;0.21301775147928992;28.166666666666668;0;0;0;0;0;0;1
7;0.24257425742574257;28.857142857142858;0;0;0;0;0;0;1
1;0.019230769230769232;52.0;0;0;0;0;0;0;1
3;0.08653846153846155;34.666666666666664;0;0;0;0;0;0;1
5;0.18796992481203006;26.6;0;0;0;0;0;0;1
6;0.2155688622754491;27.833333333333332;0;0;0;0;0;0;1
16;0.491362763915547;32.5625;0;0;0;0;0;0;1
4;0.16666666666666666;24.0;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
3;0.08411214953271029;35.666666666666664;0;0;0;0;0;0;1
2;0.09302325581395349;21.5;0;0;0;0;0;0;1
4;0.1702127659574468;23.5;0;0;0;0;0;0;1
11;0.380503144654088;28.90909090909091;0;0;0;0;0;0;1
9;0.3188976377952756;28.22222222222222;0;0;0;0;0;0;1
0;0.0;0.0;0;0;0;0;0;0;1
6;0.18;33.333333333333336;0;0;0;0;0;0;1
